title,type,rating,read,last_read,synonyms,mal,anilist,mangaupdates
Toaru Tenin to Kyaku no Hanashi,Reading,,,2024-47-30,"L'histoire d'une serveuse et de son client,La historia de una camarera y su cliente,Історія Служки та її Відвідувача,とある店員と客の話,어느 점원과 손님 이야기,Історія офіціантки та її відвідувача,The Story of a Waitress and Her Customer,L'histoire de une serveuse et son client",https://myanimelist.net/manga/127067,https://anilist.co/manga/118172,https://www.mangaupdates.com/series/165632
Shoujo Manga Protagonist x Rival-San (Magazine),Reading,,,2024-47-30,"少女漫画主人公×ライバルさん,Protagonist x Rival,Girl Manga: Protag x Rival,Girl Manga Hero x Rival,Shoujo Manga Shujinko x Raibaru san,ยัยตัวร้ายตั้งใจจะขุดหลุมรัก,순정만화 주인공X라이벌,Shojo Manga Shujinko x Rival San",https://myanimelist.net/manga/125870,https://anilist.co/manga/117925,https://www.mangaupdates.com/series/165948
Madoromi Barmaid,Reading,,31,2025-10-21,"まどろみバーメイド,Sleepy Barmaid,La Barmaid Ensommeillée,Сонная Барменша,Сонный бармен,深夜的吧台公主",https://myanimelist.net/manga/109091,https://anilist.co/manga/107724,https://www.mangaupdates.com/series/139837
【Oshi no Ko】,Reading,,,2024-47-30,"Звёздное дитя,推しの子,Hijos predilectos,【My Star】,Mein*Star,فرزند آیدول مورد علاقه‌ام,[Oshi No Ko],Oshi no Ko - Dưới ánh hào quang,Mein Star,최애의 아이,Зіркове дитя,Oshi no Ko,Yıldızım,Oshi no Ko - Anak Idola,اوشی نو کو (Pashto),【เกิดใหม่เป็นลูกโอชิ】,【推しの子】,Ребёнок идола,Moja gwiazda,【我推的孩子】,Criança que deve ser suportada,Filho de sua favorita,【최애의 아이】,نجمتي,الفتاة التي ادعمها,İdolümün Çocuğu,Dưới Ánh Hào Quang,My Star,Oshi no Ko - Minha Estrela Preferida,【OŠI NO KO】,ჩემი ვარსკლავი,[Oshi no Ko],Το Αστέρι μου,Đứa Con Của Thần Tượng,Дитина Улюбленця,Oşi no Ko: Seçtiğim Yıldız,اوشی نو کو,فرزند آیدول مورد علاقهام,เกิดใหม่เป็นลูกโอชิ (Luckpim),""Oshi no Ko"",L'Enfant d'une Star,Ma Star,Звёздное Дитя",https://myanimelist.net/manga/126146,https://anilist.co/manga/117195,https://www.mangaupdates.com/series/164920
Sometimes Even Reality Is a Lie!,Reading,,,2024-47-30,"Avvolte anche la realta mente,Uscire con una ragazza gamer,Uscire con un'amica gamer,ゲーム好きの友達と色々する話,Gemuzuki no Tomodachi to Iroiro suru Hanashi,現実もたまには嘘をつく,Sortir avec une gameuse,和喜歡游戲的朋友各種軼事,現實有時在撒謊,Sometimes Reality Lies Too,Đi chơi cùng nữ game thủ,Hẹn hò cùng nữ game thủ,Тусоваться с девушкой-геймером,現実(リアル)もたまには嘘をつく,Real mo Tama ni wa Uso wo Tsuku,Тусовка с девушкой-геймером,和喜欢游戏的朋友各种轶事,गेमर गर्ल के साथ घूमना,कभी कभी सच भी झूठ होता है!,현실도 가끔은 거짓말을 한다,சில நேரங்களில் நிஜம் கூட பொய்!,கேமர் பெண்ணுடன் ஹேங் அவுட்,Іноді навіть реальність може бути оманливою,Hanging Out with a Gamer Girl,Genjitsu mo Tama ni wa Uso o Tsuku,Riaru mo Tama ni wa Uso wo Tsuku,Sometimes Reality Tells Lies, Too,ഒരു ഗെയിമർ പെൺകുട്ടിയുമായി ഹാംഗ് ഔട്ട് ചെയ്യുന്നു,ചിലപ്പോൾ യാഥാർത്ഥ്യം പോലും നുണയാണ്!,事實有時是謊言",https://myanimelist.net/manga/124209,https://anilist.co/manga/113076,https://www.mangaupdates.com/series/157880
The Guy She Was Interested in Wasn't a Guy at All,Reading,,,2024-47-30,"Kininatteru Hito ga Otoko Jyanakatta,Ki ni Natteru Hito ga Otoko Janakatta,気になってる人が男じゃなかった,Le garçon qui l'intéressait n'en était en fait pas un,Парень, которым она увлечена, на самом деле не парень,Onun maraqlandığı oğlan əslində heç oğlan deyilmiş,Chłopak, który jej się spodobał wcale nie jest chłopakiem,El chico que me gusta no es un chico,La persona che mi piace non è un ragazzo,Người Tôi Để Ý Không Phải Con Trai,O cara que ela estava interessada não era um cara,คนที่เธอปิ๊ง ความจริงไม่ใช่ผู้ชาย,在意的人不是男生,O cara de que estou a fim não era um cara?!,我在意的人不是异性,我在意的人不是異性,Wǒ zàiyì de rén bùshì yìxìng,Pria Yang Dia Suka Ternyata Sama Sekali Bukan Pria,Хлопець, який її цікавив, взагалі не був хлопцем,Hoşlandığı Çocuk Meğer Erkek Değilmiş,She wasn't a guy (Mangetsu),คนที่เธอปิ๊งความจริงไม่ใช่ผู้ชาย,Kininatteru Hito ga Otoko ja Nakatta,El chico que me gusta no es un chico,The Green Yuri,El chico que le gustaba no era un chico,คนที่เธอปิ๊ง ความจริงไม่ใช่ผู้ชาย,在意的人不是男生,La persona che mi piace non è un ragazzo,O cara que ela estava interessada não era um cara,Chłopak, który jej się spodobał wcale nie jest chłopakiem",https://myanimelist.net/manga/155861,https://anilist.co/manga/149544,https://www.mangaupdates.com/series/200450
I Want to Love You Till Your Dying Day,Reading,,,2024-47-30,"きみが死ぬまで恋をしたい,Kimishinu,きみ死ぬ,Keinginanku Adalah Jatuh Cinta Sampai Kamu Mati,My Wish Is To Fall In Love Until You Die,与你相恋到生命尽头,I want to love you until you die,Pragnę Cię kochać aż do Twej śmierci,Хочу кохати, допоки ти не вмерла,I Want to Love You Till Your Dying Day,เพียงได้รักตราบสิ้นลมหายใจ,Kimi ga Shinu Made Koi wo Shitai,Love you till you die,네가 죽을 때까지 사랑하고 싶어,Kimi ga Shinu made Koi wo shitai",https://myanimelist.net/manga/115122,https://anilist.co/manga/104045,https://www.mangaupdates.com/series/150037
Kuma Kuma Kuma Bear,Reading,,,2024-47-30,"Kuma-Kuma-Kuma-Bear,Kumaku,Кума-Кума-Кума-Медведь,くま クマ 熊 ベアー,곰 곰 곰 베어,Ми-ми-мишка,Кума-Кума-Кума-Аю,Medvěd-Méďa-Brumla-Bear,Kuma Kuma Kuma Bär,Ми-ми-ми-мишка,ខ្លាឃ្មុំគូម៉ាៗៗ,くま　クマ　熊　ベアー,คุมะคุมะคุมะแบร์,くまクマ熊ベアー,熊熊勇闯异世界,곰곰곰베어",https://myanimelist.net/manga/113752,https://anilist.co/manga/101449,https://www.mangaupdates.com/series/147991
"Kanojo ga Senpai ni NTR-reta node, Senpai no Kanojo wo NTR-masu",Reading,,,2024-47-30,"My Girlfriend Cheated on Me With a Senior, so I’m Cheating on Her With His Girlfriend,Mi novia me engañó con un senpai, así que yo la engaño con su novia,彼女が先輩にNTRれたので、先輩の彼女をNTRます,Main selingkuh-selingkuhan,Kanojo ga Senpai ni Netorareta node, Senpai no Kanojo wo Netorimasu,女朋友被前輩NTR了、所以我也要NTR走前輩的女朋友,因为被前辈PV了、所以我也要PV走前辈的女友,My Girlfriend Was Stolen by My Senior, So I'll Steal His Girlfriend,My Girlfriend Cheated on Me With a Senior, so I'm Cheating on Her With His Girlfriend,แผน NTR แฟนรุ่นพี่ แค้นนี้ต้องชำระ,Kanojo ga Senpai ni NTR-reta no de, Senpai no Kanojo wo NTR-masu",https://myanimelist.net/manga/143803,https://anilist.co/manga/140716,https://www.mangaupdates.com/series/195175
Tokidoki Bosotto Roshia-go de Dereru Tonari no Alya-san,Reading,,,2024-47-30,"Alya-san Terkadang Menyembunyikan Perasaannya dalam Bahasa Rusia,Alya a veces me susurra en ruso,Arya-san bàn bên thi thoảng lại trêu ghẹo tôi bằng tiếng Nga,不時輕聲地以俄語遮羞的鄰座艾莉同學,時々ボソッとロシア語でデレる隣のアーリャさん,Аля, которая сидит рядом со мной, иногда кокетничает со мной по-русски,Аля-сан иногда кокетничает со мной по-русски,Alya-san geralmente esconde seus sentimentos em russo,My Deskmate Alya Sometimes Hides Her Feelings in Russian,आल्या कहिलेकाहीँ रूसी भाषामा आफ्नो भावना लुकाउँछिन्,Alya Czasami Ukrywa Swoje Uczucia Używając Rosyjskiego,Alya verbirgt manchmal ihre Gefühle auf Russisch,Tokidoki Bosotto Roshia-go de Dereru Tonari no Alya-san,Аля Заримдаа Орос Хэлээр Сэтгэлээ Нуудаг,Alya Sometimes Hides Her Feelings in Russian,Roshidere,Alya yang duduk di sebelah saya terkadang membisikkan kata manis dalam bahasa Rusia,اليا يڠ دودوق دسبله ساي ترکادڠ ممبيسيقکن کات مانيس دالم بهاس روسيا,Arya Sometimes Hides Her Feelings in Russian,Tokidoki Bosotto Roshiago de Dereru Tonari no Arya-san,Иногда Аля внезапно кокетничает по-русски,คุณอาเรียโต๊ะข้างๆ พูดรัสเซียหวานใส่ซะหัวใจจะวาย,不时轻声地以俄语遮羞的邻座艾莉同学,Tokidoki Bosotto Roshiago de Dereru Tonari no Alya-san",https://myanimelist.net/manga/149334,https://anilist.co/manga/152404,https://www.mangaupdates.com/series/6ytaio7
The Human-Hating Demon Lord Has No Mercy for Little Girls,Reading,,,2024-47-30,"人間嫌いの魔王様は幼女にも容赦しない,Ningengirai no Maou-sama wa Youjo ni mo Youshashinai,Ningen-girai no Maō-sama wa Yōjo ni mo Yōsha shinai,Ningen-Girai no Maou-sama wa Youjo ni mo Yousha Shinai",,https://anilist.co/manga/134746,https://www.mangaupdates.com/series/182396
The Summer You Were There,Reading,,,2024-47-30,"君と綴るうたかた,Ephemeral Spelling With You,Transient Spelling With You,Kimi to Tsuzuru Utakata,共谱泡沫恋曲,共譜泡沫戀曲,Gòng pǔ pàomò liàn qū,Un amor de tinta y espuma,Lato pisane Tobą,Kimitsuzu,きみつづ,ร้อยเรียงรักไปกับเธอ,Notre été éphémère (Meian),Panandaliang pagsusulat kasama ka,The Summer You Were There (Yuama),与你编缀的泡沫,너와 잇는 물거품",https://myanimelist.net/manga/128365,https://anilist.co/manga/117620,https://www.mangaupdates.com/series/165674
Onii-chan Is Done For!,Reading,,2,2024-57-18,"Ab sofort Schwester!,お兄ちゃんはおしまい!,ONIMAI: I'm Now Your Sister!,Мій братик вже не братик,Onii-chan wa Oshimai!,Onii-chan ha Oshimai!,Мой братик теперь не братик!,别当欧尼酱了！,不当哥哥了！,Ab sofort Schwester! (German),Onii-chan Is Done for,お兄ちゃんはおしまい！,Onii-chan wa Oshimai",https://myanimelist.net/manga/112592,https://anilist.co/manga/100080,https://www.mangaupdates.com/series/146713
BL Game no Shujinkou no Otouto de Aru Koto ni Ki ga Tsukimashita,Reading,,,2024-47-30,"BLゲームの主人公の弟であることに気がつきました,I Noticed That I've Become a BL Game Protagonist's Younger Brother!,I Realized I Am the Younger Brother of the Protagonist in a BL Game,Я понял, что стал младшим братом главного героя в BL игре,BL Game no Shujinkou no Otouto de aru Koto ni Ki ga Tsukimashita",https://myanimelist.net/manga/149610,https://anilist.co/manga/146643,https://www.mangaupdates.com/series/173855
Kage no Jitsuryokusha ni Naritakute!,Reading,,,2024-47-30,"The Eminence in Shadow,To Be a Power in the Shadows!,Восхождение в тени,陰の実力者になりたくて！,숨은 실력자가 되고싶어서,La Eminencia en las Sombras,Сходження у тіні,I Want To Be The Eminence In Shadow!,Ta Muốn Trở Thành Chúa Tể Bóng Tối!,Kage no Jitsuryokusha ni Naritakute,ชีวิตไม่ต้องเด่นขอแค่เป็นเทพในเงา,想要成为影之实力者,我想成為影之強者！,म पर्दा पछाडिको शक्ति बन्न चाहन्छु!",https://myanimelist.net/manga/119022,https://anilist.co/manga/106758,https://www.mangaupdates.com/series/152254
Furoufushi Shoujo no Naedoko Ryokouki,Reading,,,2024-47-09,"不老不死少女的苗床旅行記,不老不死少女の苗床旅行記,The Nursery Travel Report by a Immortality Girl,Bồn Chứa Tinh Bất Tử Phiêu Lưu Ký,The Immortal Girl's Nursery Travelogue,Depravity Records by an Immortality Girl,불로불사소녀의 모판 여행기,The Depravity Records of an Immortal Girl",https://myanimelist.net/manga/165851,https://anilist.co/manga/172835,https://www.mangaupdates.com/series/s39u24l
Doushitara Osananajimi ♀️ no Kanojo ni Naremasu Ka!?,Reading,,,2024-02-24,"どうしたら幼馴染♀の彼女になれますか！？,Gimana Caranya Agar Aku Bisa Jadi Pacarnya Teman Masa Kecil ♀ Ku?,How Do I Get Together With My Childhood Friend?,어떻게 해야 소꿉친구의 여친이 될 수 있나요?!,怎样才能成为发小的女友呢！？,How Do I Turn My Best Friend Into My Girlfriend?,Doushitara Osananajimi no Kanojo ni Naremasu ka!?,どうしたら幼馴染の彼女になれますか!?",https://myanimelist.net/manga/146324,https://anilist.co/manga/148311,https://www.mangaupdates.com/series/pmjmqoc
Fantasy Bishoujo Juniku Ojisan to,Reading,,22,2024-03-25,"異世界美少女受肉おじさんと,Фантастический мир с обращённым в красавицу мужчиной и…,이세계 미소녀가 되어 버린 아저씨와,Isekai Bishoujo Juniku Ojisan to,Life with an Ordinary Guy Who Reincarnated into a Total Fantasy Knockout,With a Fogie Reincarnated as a Pretty Fantasy Girl,Fabiniku,Reincarnated as a pretty fantasy girl in another world whith his best friend [French],เกิดใหม่ต่างโลก เพื่อนผมน่ารักโฮกเลยครับ (NED),異世界（ファンタジー）美少女受肉おじさんと,Фантастический мир с обращенным в красавицу мужчиной и...",https://myanimelist.net/manga/123093,https://anilist.co/manga/113802,https://www.mangaupdates.com/series/158594
"Ore Igai Dare mo Saishu Dekinai Sozai na no ni ""Sozai Saishuritsu ga Hikui"" to Pawahara suru Osananajimi Renkinjutsushi to Zetsuen shita Senzoku Madoushi, Henkyou no Machi de Slow Life wo Okuritai.",Reading,,9,2024-08-10,"The Assistant Mage Parts Ways With His Power Abusive Alchemist Childhood Friend and His Being Told to Have ""Low Chance of Gathering Materials,"" and Wants to Start a Slow Life at a Town in the Remote Region,Padahal Hanya Aku yang Dapat Mengumpulkan Material Itu, tapi Aku Dikatai ""Tingkat Pengumpulan Materialmu Ampas"" sama Teman Semasa Kecilku yang Menjadi Alkemis, Aku pun Pensiun Menjadi Asisten Penyihirnya dan Memulai Hidup Baru yang Santai di Kota Terpencil.,俺以外誰も採取できない素材なのに「素材採取率が低い」とパワハラする幼馴染錬金術師と絶縁した専属魔導士、辺境の町でスローライフを送りたい。,Trợ Lí Pháp Sư Vô Dụng Bắt Đầu Cuộc Sống Mới",https://myanimelist.net/manga/159875,https://anilist.co/manga/168187,https://www.mangaupdates.com/series/3m469io
